Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight
7500.0,79.0,49827.0,petrol,86,1,0,1300,5,1035
9950.0,46.0,68414.0,Petrol,97,0,0,1400,3,1025
8200.0,60.0,64383.0,Petrol,86,0,0,1300,3,1015
10950.0,56.0,46500.0,Petrol,86,0,0,1300,5,1035
15950.0,28.0,56349.0,Petrol,110,1,0,1600,3,1120
8250.0,66.0,58654.0,Petrol,110,1,0,1600,5,1070
11950.0,42.0,55968.0,Petrol,110,0,0,1600,3,1050
9500.0,61.0,78063.0,Petrol,107,1,1,1600,5,1100
6425.0,79.0,99397.0,Petrol,86,0,0,1300,5,1035
8500.0,78.0,43622.0,Petrol,86,1,0,1300,4,1000
8600.0,76.0,134889.0,Diesel,72,1,0,2000,3,1115
10950.0,62.0,56209.0,Petrol,107,1,1,1600,3,1080
18950.0,23.0,39704.0,Petrol,110,1,1,1600,5,1180
9950.0,65.0,55061.0,Petrol,110,1,0,1600,5,1070
13750.0,39.0,25062.0,Petrol,110,1,0,1600,5,1080
14950.0,23.0,10000.0,Petrol,97,1,0,1400,3,1100
8950.0,63.0,101469.0,Petrol,110,1,0,1600,3,1065
10990.0,53.0,70239.0,Petrol,110,0,0,1600,3,1040
9750.0,58.0,82254.0,petrol,110,0,0,1600,5,1050
8450.0,72.0,26000.0,Petrol,86,0,0,1300,3,1015
8750.0,69.0,75000.0,Petrol,86,1,0,1300,4,1000
8950.0,75.0,48400.0,Petrol,110,1,0,1600,5,1075
13750.0,38.0,28150.0,petrol,110,1,0,1600,5,1075
8950.0,63.0,74747.0,Petrol,110,1,0,1600,5,1075
13950.0,43.0,39650.0,Petrol,110,0,0,1600,3,1055
9950.0,37.0,44757.0,Petrol,97,0,0,1400,3,1025
8250.0,64.0,82723.0,Petrol,86,0,0,1300,3,1015
15950.0,20.0,29797.0,Petrol,97,1,0,1400,5,1110
11750.0,48.0,75045.0,Petrol,110,1,0,1600,3,1055
6950.0,58.0,205000.0,Diesel,72,1,0,2000,4,1100
5600.0,75.0,146197.0,Petrol,86,0,0,1300,3,1015
10500.0,56.0,52448.0,Petrol,97,0,0,1400,3,1025
15950.0,20.0,33329.0,Petrol,97,1,0,1400,3,1100
9750.0,62.0,61149.0,Petrol,86,1,0,1300,5,1040
8800.0,68.0,66550.0,Petrol,86,0,0,1332,3,1010
6950.0,43.0,243000.0,Diesel,69,0,0,1900,3,1110
23000.0,11.0,25000.0,Diesel,116,1,0,2000,5,1320
9950.0,63.0,41586.0,Petrol,110,1,0,1600,5,1114
9450.0,63.0,45000.0,petrol,110,1,0,1600,4,1035
10950.0,43.0,85017.0,Petrol,97,0,0,1400,5,1060
24950.0,8.0,13253.0,Diesel,116,1,0,2000,5,1320
9950.0,66.0,36658.0,Petrol,110,0,0,1600,3,1050
10500.0,68.0,26698.0,Petrol,110,0,0,1600,3,1055
18900.0,20.0,31850.0,Petrol,110,0,0,1600,3,1120
6950.0,76.0,1.0,Petrol,110,0,0,1600,5,1114
10950.0,59.0,22705.0,Petrol,110,1,0,1600,5,1075
9750.0,68.0,62292.0,Petrol,110,1,0,1600,3,1065
10900.0,49.0,97600.0,Petrol,110,1,0,1600,3,1045
4400.0,74.0,203254.0,diesel,72,1,0,2000,3,1135
9950.0,62.0,50000.0,Petrol,110,1,0,1600,5,1075
8900.0,59.0,61127.0,Petrol,110,1,0,1600,3,1050
15750.0,26.0,43000.0,petrol,97,0,0,1400,3,1100
22000.0,28.0,18739.0,Petrol,192,0,0,1800,3,1185
10950.0,50.0,74849.0,Petrol,110,1,1,1600,4,1060
9500.0,57.0,78955.0,Petrol,86,1,0,1300,5,1045
8250.0,67.0,57000.0,Petrol,110,0,0,1600,3,1050
8950.0,62.0,75000.0,Petrol,110,1,0,1600,5,1070
7950.0,68.0,57565.0,Petrol,86,1,0,1300,5,1035
10500.0,63.0,57413.0,Petrol,107,0,1,1600,5,1115
8900.0,61.0,79000.0,Petrol,110,1,0,1600,3,1050
8490.0,62.0,90000.0,Petrol,110,0,0,1600,3,1050
13500.0,35.0,48052.0,diesel,69,1,0,1900,3,1105
9450.0,67.0,99781.0,Petrol,110,1,0,1600,5,1085
15750.0,30.0,57086.0,Petrol,97,1,0,1400,5,1110
6500.0,70.0,91900.0,Petrol,86,1,0,1300,3,1015
18950.0,8.0,10000.0,Petrol,97,1,0,1400,5,1110
9950.0,68.0,119541.0,Petrol,110,0,0,1600,3,1055
9850.0,53.0,72000.0,petrol,97,1,0,1400,3,1025
10950.0,58.0,55478.0,Petrol,86,0,0,1300,5,1045
7950.0,61.0,102106.0,Petrol,110,0,0,1600,3,1050
7450.0,70.0,61510.0,Petrol,110,0,0,1600,4,1035
13500.0,38.0,53000.0,Petrol,110,1,0,1600,5,1075
8250.0,59.0,113700.0,Petrol,110,1,0,1600,5,1065
11450.0,37.0,21500.0,Petrol,110,1,0,1600,5,1030
9895.0,68.0,102494.0,Petrol,110,0,0,1600,5,1090
9950.0,61.0,44597.0,Petrol,86,0,0,1300,3,1015
9950.0,68.0,64950.0,Petrol,110,1,0,1600,5,1075
7250.0,77.0,121545.0,Petrol,110,1,0,1600,5,1070
9950.0,58.0,61343.0,Petrol,110,1,0,1600,5,1075
10450.0,61.0,80714.0,Petrol,110,1,0,1600,5,1075
16950.0,28.0,44142.0,Petrol,110,0,0,1600,3,1120
17200.0,20.0,17300.0,Petrol,97,1,0,1400,5,1110
5950.0,69.0,53809.0,Petrol,110,1,0,1600,3,1050
13500.0,43.0,48000.0,Petrol,110,1,0,1600,5,1075
11950.0,55.0,74715.0,Petrol,110,1,0,1600,5,1080
8250.0,80.0,76000.0,Petrol,110,0,0,1600,3,1050
9900.0,68.0,91505.0,Diesel,72,0,0,2000,3,1115
8250.0,65.0,80000.0,Petrol,86,1,0,1300,2,1015
11950.0,41.0,24000.0,Petrol,97,1,0,1400,3,1025
7950.0,62.0,112000.0,diesel,72,0,0,2000,4,1135
7400.0,75.0,73460.0,Petrol,110,1,0,1600,5,1070
9900.0,53.0,57475.0,Petrol,110,0,0,1600,3,1040
11790.0,34.0,78677.0,Petrol,110,1,1,1600,5,1105
13950.0,35.0,59500.0,Diesel,69,1,0,1900,3,1110
17950.0,30.0,33511.0,Petrol,110,1,0,1600,5,1130
11450.0,40.0,78425.0,Petrol,110,1,0,1600,5,1075
9950.0,79.0,68945.0,Petrol,110,1,0,1600,5,1085
6500.0,78.0,176000.0,Petrol,86,0,0,1300,5,1035
,60.0,,petrol,110,1,0,1600,5,1070
7000.0,73.0,47360.0,Petrol,86,0,0,1300,3,1010
31275.0,4.0,1500.0,Diesel,116,1,0,2000,5,1480
7950.0,60.0,80000.0,Petrol,86,0,0,1300,5,1015
11950.0,43.0,74285.0,Petrol,110,1,0,1600,5,1075
6900.0,68.0,104000.0,Petrol,86,1,0,1300,3,1015
11000.0,47.0,40000.0,Petrol,110,0,0,1600,5,1080
8950.0,79.0,40093.0,Petrol,110,0,0,1600,5,1114
10800.0,50.0,22500.0,petrol,97,1,0,1400,3,1025
9200.0,69.0,89096.0,petrol,110,1,0,1600,5,1085
13500.0,33.0,75699.0,Diesel,69,0,0,1900,3,1105
13500.0,43.0,55539.0,Petrol,110,1,0,1600,5,1085
10500.0,62.0,93098.0,petrol,110,1,0,1600,5,1075
21750.0,16.0,36000.0,petrol,110,1,0,1600,5,1130
19950.0,14.0,6000.0,Petrol,110,0,0,1600,5,1130
11950.0,60.0,74720.0,Petrol,110,1,0,1600,5,1085
7750.0,43.0,178858.0,CNG,110,0,0,1600,3,1084
10495.0,60.0,43426.0,petrol,110,1,0,1600,5,1070
10500.0,65.0,93428.0,Petrol,110,1,0,1600,5,1075
12950.0,39.0,34599.0,Petrol,110,1,0,1600,5,1075
7950.0,76.0,59815.0,petrol,110,1,0,1587,3,1055
5950.0,68.0,194545.0,Petrol,86,0,0,1300,4,1000
8500.0,72.0,60483.0,Petrol,110,1,0,1600,5,1075
11495.0,44.0,96829.0,Petrol,110,1,0,1600,5,1075
11950.0,50.0,47219.0,Petrol,110,1,0,1600,5,1080
13500.0,42.0,38932.0,Petrol,110,1,0,1600,3,1040
10500.0,42.0,92204.0,Petrol,110,1,0,1600,5,1075
11700.0,40.0,44830.0,Petrol,110,1,0,1600,5,1075
10850.0,43.0,54600.0,Petrol,110,0,0,1600,4,1030
6900.0,59.0,144521.0,diesel,72,1,0,2000,5,1135
8950.0,66.0,97046.0,Petrol,86,1,0,1300,4,1000
7800.0,65.0,66000.0,petrol,86,1,0,1300,3,1015
13250.0,32.0,45725.0,petrol,110,1,0,1600,5,1075
13750.0,54.0,40325.0,Petrol,86,0,0,1300,5,1045
7950.0,64.0,78356.0,Petrol,86,1,0,1300,3,1015
10500.0,50.0,83567.0,Petrol,110,0,0,1600,5,1075
19950.0,13.0,21428.0,Petrol,110,1,0,1600,5,1130
7950.0,73.0,99971.0,Petrol,110,1,0,1600,3,1050
9950.0,65.0,31588.0,Petrol,86,1,0,1300,3,1015
11290.0,49.0,80320.0,Petrol,110,1,1,1600,3,1070
9900.0,68.0,75000.0,Petrol,110,1,0,1600,5,1075
7145.0,80.0,74785.0,Petrol,110,1,0,1600,5,1070
10450.0,62.0,82421.0,Petrol,110,1,0,1600,3,1065
7750.0,77.0,84000.0,Petrol,110,1,0,1600,5,1085
14750.0,40.0,80425.0,Diesel,90,1,0,2000,5,1205
10500.0,65.0,68000.0,Petrol,110,0,0,1600,5,1075
17650.0,11.0,6155.0,Petrol,97,1,0,1400,5,1110
10950.0,39.0,48945.0,Petrol,110,0,0,1600,3,1040
10500.0,54.0,63135.0,Petrol,110,1,0,1600,3,1050
9950.0,43.0,37576.0,Petrol,97,0,0,1400,3,1030
9250.0,62.0,66082.0,Petrol,110,0,0,1600,5,1070
9400.0,69.0,67092.0,Diesel,72,1,0,2000,3,1115
15950.0,20.0,36000.0,Petrol,110,1,0,1600,5,1075
15850.0,13.0,33477.0,Petrol,110,1,0,1600,5,1075
10450.0,65.0,33000.0,Petrol,110,0,0,1600,3,1050
4450.0,56.0,129155.0,Diesel,69,0,0,1800,5,1110
9250.0,67.0,56074.0,Petrol,86,0,0,1300,4,1000
7995.0,79.0,75322.0,Petrol,110,1,0,1600,4,1115
8750.0,65.0,91246.0,Petrol,86,1,0,1300,3,1015
6900.0,80.0,70939.0,Petrol,110,1,1,1600,5,1100
10750.0,60.0,28500.0,petrol,86,1,1,1300,3,1045
8750.0,67.0,76569.0,Petrol,86,1,0,1300,3,1020
6500.0,80.0,105135.0,Petrol,110,1,0,1600,3,1050
7400.0,80.0,65950.0,Petrol,110,0,0,1600,5,1070
8950.0,79.0,138500.0,Petrol,86,0,0,1300,5,1050
12950.0,33.0,62000.0,petrol,110,1,0,1600,5,1075
16250.0,29.0,25813.0,Petrol,110,1,0,1600,3,1120
11500.0,48.0,63000.0,Diesel,69,1,0,1900,5,1140
8950.0,76.0,89520.0,Petrol,110,1,0,1600,3,1050
10950.0,56.0,35230.0,Petrol,97,0,0,1400,3,1025
9950.0,59.0,80430.0,Petrol,110,1,0,1600,3,1065
10950.0,65.0,49942.0,Petrol,110,0,0,1600,3,1065
9750.0,62.0,37000.0,Petrol,86,0,0,1300,3,1015
10950.0,53.0,26624.0,Petrol,97,0,0,1400,5,1060
7900.0,77.0,126000.0,Petrol,110,1,0,1600,5,1050
7950.0,64.0,132393.0,Diesel,72,0,0,2000,5,1135
8950.0,65.0,132807.0,Diesel,72,1,0,2000,5,1135
12495.0,39.0,50873.0,Petrol,110,1,0,1600,5,1075
12000.0,39.0,50000.0,Petrol,97,1,0,1400,5,1060
9450.0,63.0,77457.0,Petrol,110,1,0,1600,3,1055
8750.0,75.0,52000.0,Petrol,110,0,0,1600,5,1075
7800.0,73.0,56566.0,Petrol,110,1,0,1600,3,1050
12950.0,43.0,89968.0,Diesel,69,1,0,1900,5,1140
17950.0,17.0,33740.0,Petrol,97,1,0,1400,5,1135
10900.0,57.0,33535.0,Petrol,110,0,0,1600,4,1035
8750.0,74.0,89800.0,Diesel,72,1,0,2000,3,1115
9450.0,57.0,61000.0,Petrol,110,1,0,1600,3,1050
17950.0,24.0,21716.0,Petrol,110,1,0,1600,3,1105
11950.0,56.0,65000.0,Petrol,110,1,0,1600,5,1075
11250.0,61.0,61144.0,Petrol,110,1,0,1600,5,1090
9500.0,63.0,103400.0,Petrol,110,1,0,1600,5,1075
7950.0,70.0,87000.0,Petrol,110,1,0,1600,4,1035
8250.0,52.0,135258.0,Diesel,69,1,0,1900,5,1140
7750.0,78.0,100487.0,Petrol,110,0,0,1600,4,1035
8500.0,73.0,84988.0,Petrol,110,1,0,1600,3,1050
11950.0,41.0,21651.0,Petrol,97,0,0,1400,3,1025
10950.0,50.0,82735.0,petrol,97,1,0,1400,3,1030
8150.0,76.0,36537.0,petrol,110,0,1,1600,4,1075
9900.0,42.0,37000.0,Petrol,97,1,0,1400,3,1025
7450.0,74.0,112307.0,Petrol,110,1,0,1600,5,1070
19450.0,11.0,14635.0,petrol,110,1,1,1600,3,1155
13950.0,41.0,37533.0,Petrol,110,1,0,1600,5,1075
13950.0,40.0,45600.0,Petrol,110,1,1,1600,5,1105
7950.0,73.0,103121.0,Petrol,86,1,0,1300,5,1035
11450.0,56.0,74500.0,Petrol,97,0,0,1400,3,1025
10900.0,54.0,37000.0,Petrol,97,1,0,1400,3,1025
9950.0,61.0,66000.0,Petrol,110,0,0,1600,3,1050
21950.0,8.0,5000.0,petrol,110,1,0,1600,5,1130
13950.0,52.0,66527.0,petrol,110,1,0,1600,5,1080
10950.0,57.0,61682.0,petrol,110,0,0,1600,3,1050
22250.0,17.0,57313.0,Diesel,110,1,0,2000,5,1275
7950.0,80.0,35821.0,Petrol,86,0,1,1300,3,1015
9900.0,57.0,31307.0,Petrol,110,1,0,1600,5,1070
10950.0,47.0,46391.0,Petrol,110,0,0,1600,5,1075
9250.0,66.0,52383.0,Petrol,86,0,0,1300,3,1015
8950.0,68.0,74308.0,Petrol,110,0,0,1600,3,1050
8000.0,78.0,77000.0,Petrol,110,0,0,1600,3,1050
8250.0,77.0,93000.0,petrol,110,1,0,1600,5,1075
5150.0,56.0,113997.0,Diesel,72,1,0,2000,5,1135
8450.0,65.0,80439.0,Petrol,110,1,0,1600,4,1035
8950.0,68.0,77029.0,petrol,86,1,0,1300,3,1015
9900.0,63.0,68238.0,Petrol,86,0,0,1300,5,1050
9950.0,63.0,57000.0,Petrol,110,1,0,1600,3,1050
9130.0,67.0,79762.0,Petrol,86,1,0,1300,3,1015
18950.0,16.0,11000.0,Petrol,110,1,0,1600,4,1105
8750.0,62.0,80265.0,Petrol,86,0,0,1300,3,1015
8600.0,68.0,117955.0,petrol,110,1,1,1600,4,1065
16750.0,24.0,25563.0,petrol,110,0,0,1600,3,1065
7450.0,75.0,67451.0,Petrol,86,1,0,1300,4,1000
9950.0,68.0,80426.0,Petrol,110,1,0,1600,3,1055
9000.0,79.0,61165.0,Petrol,107,1,1,1600,3,1080
9650.0,67.0,69000.0,Petrol,110,1,0,1600,3,1065
9450.0,61.0,59000.0,Petrol,110,1,0,1600,5,1070
8990.0,65.0,76155.0,Petrol,110,1,0,1600,4,1035
7350.0,58.0,54000.0,Petrol,86,0,0,1300,5,1035
7750.0,71.0,74000.0,Petrol,110,0,0,1600,3,1050
10950.0,51.0,103018.0,Diesel,69,0,0,1900,5,1140
6750.0,80.0,66168.0,Petrol,86,1,0,1300,3,1015
9950.0,67.0,42102.0,Petrol,110,1,0,1600,5,1075
17950.0,30.0,11090.0,Petrol,110,1,0,1600,3,1120
8500.0,73.0,52000.0,Petrol,110,1,1,1600,4,1065
12850.0,39.0,45713.0,petrol,97,1,0,1400,5,1085
8750.0,71.0,106150.0,Petrol,86,0,0,1300,3,1015
8900.0,49.0,74494.0,Petrol,110,1,0,1600,5,1075
20950.0,25.0,31461.0,petrol,192,0,0,1800,3,1185
6950.0,75.0,65006.0,petrol,86,1,0,1300,3,1015
11500.0,39.0,12000.0,Petrol,110,1,0,1600,5,1075
8895.0,61.0,50925.0,Petrol,110,1,0,1600,5,1070
12950.0,40.0,45886.0,petrol,110,1,0,1600,5,1080
9950.0,63.0,89000.0,Petrol,110,1,0,1600,5,1085
9950.0,54.0,49366.0,petrol,97,1,0,1400,3,1025
7300.0,80.0,92096.0,Petrol,86,1,0,1300,5,1035
11950.0,40.0,161000.0,Diesel,69,1,0,1900,3,1105
8950.0,70.0,44850.0,Petrol,110,1,0,1600,3,1050
10250.0,54.0,47852.0,petrol,110,1,0,1600,4,1030
10500.0,57.0,54000.0,Petrol,110,1,0,1600,5,1075
12450.0,35.0,71200.0,Petrol,110,1,0,1600,5,1075
18950.0,49.0,49568.0,Petrol,110,1,0,1600,3,1105
15750.0,29.0,41415.0,Petrol,110,1,0,1600,3,1120
12900.0,39.0,55678.0,Petrol,110,1,0,1600,4,1030
13500.0,33.0,57711.0,Diesel,90,1,0,2000,3,1165
8250.0,76.0,67266.0,petrol,86,1,0,1300,5,1035
7750.0,68.0,53000.0,Petrol,86,0,0,1300,3,1015
8750.0,78.0,75226.0,Petrol,110,0,0,1600,4,1035
8950.0,68.0,64000.0,petrol,110,0,0,1600,5,1075
19750.0,17.0,11999.0,Petrol,110,1,0,1600,5,1130
9950.0,49.0,131364.0,Petrol,110,1,0,1600,5,1075
7950.0,67.0,72880.0,Petrol,86,1,0,1332,3,1015
8250.0,65.0,36000.0,Petrol,86,1,0,1300,3,1015
18950.0,15.0,20270.0,Petrol,110,1,0,1600,5,1130
9450.0,66.0,126452.0,Petrol,110,1,0,1600,5,1085
6950.0,72.0,99245.0,Petrol,110,1,0,1600,5,1114
6900.0,60.0,139800.0,Diesel,72,0,0,2000,3,1115
7950.0,67.0,135337.0,CNG,110,1,0,1600,5,1120
7950.0,75.0,76382.0,Petrol,110,1,0,1600,3,1055
9500.0,64.0,52968.0,Petrol,110,1,0,1600,3,1050
8900.0,67.0,54847.0,Petrol,110,0,0,1600,3,1050
12750.0,40.0,50640.0,Petrol,110,1,0,1600,5,1075
7400.0,75.0,74096.0,petrol,110,1,0,1600,3,1050
6750.0,77.0,90000.0,Petrol,86,1,0,1300,3,1015
8500.0,78.0,36000.0,Petrol,86,0,1,1300,3,1045
17950.0,27.0,79375.0,Diesel,90,1,0,2000,5,1255
7750.0,77.0,71900.0,Petrol,86,1,0,1300,3,1015
11925.0,44.0,63451.0,Petrol,97,0,0,1400,3,1025
7750.0,79.0,71359.0,Petrol,110,1,0,1600,3,1050
12900.0,52.0,29500.0,Petrol,110,1,0,1600,3,1055
6650.0,78.0,95909.0,Petrol,110,1,0,1600,5,1070
7950.0,68.0,115071.0,Petrol,110,1,0,1600,3,1055
9950.0,65.0,63000.0,Petrol,86,1,1,1300,5,1065
7795.0,75.0,100192.0,Petrol,110,1,0,1600,3,1050
6950.0,80.0,71740.0,petrol,110,1,0,1600,5,1070
12750.0,43.0,30742.0,Petrol,110,1,0,1600,3,1040
8695.0,50.0,70440.0,Diesel,69,1,0,1900,3,1105
10600.0,51.0,17069.0,petrol,97,1,0,1400,3,1025
10950.0,55.0,58377.0,Petrol,110,1,0,1600,3,1050
9950.0,64.0,74193.0,Petrol,110,0,0,1600,3,1050
7950.0,68.0,119289.0,Petrol,110,1,0,1600,4,1035
9500.0,62.0,59295.0,Petrol,86,0,0,1300,5,1035
23750.0,8.0,11000.0,Petrol,110,1,0,1600,5,1130
16250.0,13.0,25170.0,Petrol,110,1,0,1600,5,1105
8900.0,45.0,174000.0,Diesel,69,1,0,1900,5,1095
7950.0,74.0,124057.0,Petrol,110,1,0,1600,3,1050
7499.0,80.0,63500.0,Petrol,110,1,0,1600,3,1050
11250.0,54.0,66063.0,Petrol,110,1,0,1600,5,1090
9950.0,55.0,44537.0,Petrol,97,0,0,1400,3,1025
7450.0,70.0,47955.0,Petrol,110,1,0,1600,5,1070
8050.0,74.0,100732.0,Petrol,86,1,1,1300,4,1030
9390.0,66.0,50806.0,Petrol,86,0,0,1300,3,1480
8250.0,63.0,72522.0,petrol,110,1,0,1600,3,1050
5750.0,73.0,115877.0,petrol,110,0,0,1600,4,1035
6750.0,74.0,101000.0,Petrol,86,0,0,1300,3,1015
7750.0,76.0,81930.0,Petrol,110,0,0,1600,5,1070
7750.0,73.0,134539.0,Petrol,110,0,0,1600,5,1070
12900.0,33.0,31000.0,petrol,110,1,0,1600,5,1075
8950.0,79.0,93039.0,Petrol,110,1,0,1600,3,1050
6950.0,68.0,70000.0,Petrol,86,1,0,1300,3,1015
8950.0,76.0,120263.0,Diesel,72,1,0,2000,5,1135
11250.0,56.0,58142.0,Petrol,110,1,0,1600,5,1080
9450.0,62.0,62377.0,petrol,110,1,0,1600,5,1075
19950.0,16.0,34472.0,Diesel,90,1,0,1995,3,1260
9995.0,61.0,73894.0,Petrol,110,1,0,1600,3,1065
7250.0,70.0,16916.0,Petrol,86,1,0,1300,3,1015
8750.0,59.0,50469.0,Petrol,110,1,0,1600,5,1070
10750.0,57.0,45000.0,Petrol,110,1,0,1600,5,1050
7500.0,71.0,48576.0,petrol,86,1,0,1300,3,1015
18900.0,11.0,12500.0,Petrol,110,1,0,1600,5,1115
9950.0,67.0,113118.0,Petrol,86,1,0,1300,3,1020
11450.0,48.0,49417.0,Petrol,110,1,0,1600,3,1045
9950.0,58.0,62024.0,petrol,110,1,0,1600,5,1075
11450.0,49.0,86221.0,Petrol,110,0,0,1600,3,1045
9950.0,67.0,75429.0,Petrol,110,1,0,1600,3,1065
9250.0,80.0,128351.0,Petrol,110,1,0,1600,5,1070
11500.0,52.0,35823.0,Petrol,110,0,0,1600,5,1075
7500.0,78.0,71186.0,Petrol,110,0,0,1600,3,1050
10950.0,49.0,53116.0,Petrol,97,1,0,1400,3,1025
11895.0,44.0,44218.0,petrol,97,1,0,1400,5,1060
19500.0,8.0,10077.0,Petrol,97,1,0,1400,5,1110
10950.0,54.0,96100.0,Petrol,110,1,0,1600,5,1080
17450.0,17.0,10000.0,Petrol,97,1,0,1400,3,1100
8250.0,63.0,94504.0,Petrol,86,1,0,1300,4,1000
15250.0,26.0,43000.0,Petrol,97,0,0,1400,5,1110
13950.0,22.0,46961.0,Petrol,97,0,0,1400,3,1100
8500.0,55.0,150000.0,CNG,110,1,0,1600,3,1075
9250.0,68.0,84482.0,Petrol,110,1,0,1600,5,1075
7750.0,54.0,174139.0,Diesel,72,1,0,2000,4,1100
8900.0,78.0,57628.0,Petrol,110,0,0,1600,5,1075
9950.0,63.0,59000.0,Petrol,86,1,0,1300,5,1035
6500.0,72.0,110634.0,Petrol,86,1,0,1300,3,1015
18950.0,8.0,7000.0,Petrol,110,0,0,1600,5,1115
16450.0,20.0,22588.0,Petrol,97,1,0,1400,5,1110
11690.0,34.0,65345.0,Petrol,97,1,0,1400,5,1060
9930.0,53.0,63635.0,Petrol,110,1,0,1600,4,1035
9950.0,50.0,126110.0,Petrol,110,0,0,1600,3,1055
8950.0,68.0,53000.0,Petrol,110,1,1,1587,3,1075
9900.0,65.0,97173.0,Petrol,86,0,0,1300,3,1015
10500.0,56.0,48731.0,Petrol,110,1,0,1600,3,1055
8250.0,66.0,81250.0,petrol,110,0,0,1600,3,1050
8450.0,75.0,38945.0,Petrol,110,1,0,1600,3,1050
12950.0,35.0,33258.0,Petrol,110,1,0,1600,5,1075
9750.0,48.0,78600.0,Petrol,110,1,0,1600,5,1075
7950.0,75.0,69388.0,Petrol,86,0,0,1300,3,1010
9250.0,71.0,76000.0,petrol,110,1,0,1600,5,1070
11500.0,65.0,53053.0,Petrol,110,1,0,1600,5,1075
8250.0,80.0,87000.0,Petrol,86,1,0,1300,3,1015
11500.0,47.0,78785.0,CompressedNaturalGas,110,1,0,1600,5,1119
8750.0,66.0,62135.0,Petrol,86,1,0,1300,5,1035
8250.0,76.0,84472.0,Petrol,110,1,0,1600,5,1070
9950.0,63.0,48738.0,Petrol,110,0,0,1600,5,1055
8500.0,71.0,17016.0,Petrol,86,0,0,1300,3,1015
8250.0,66.0,39144.0,Petrol,110,1,0,1600,3,1050
7500.0,71.0,83291.0,Petrol,110,1,0,1600,5,1070
10450.0,58.0,30634.0,Petrol,110,1,0,1600,5,1075
7750.0,73.0,111602.0,Petrol,86,1,0,1300,3,1015
11950.0,40.0,179860.0,Diesel,90,1,0,2000,5,1205
10950.0,60.0,37111.0,Petrol,110,1,0,1600,3,1050
10500.0,59.0,61166.0,Petrol,110,1,0,1600,3,1050
7990.0,77.0,80486.0,Petrol,110,1,0,1600,5,1070
12950.0,45.0,36000.0,Petrol,110,1,1,1600,3,1070
7450.0,72.0,87083.0,Petrol,110,0,0,1600,4,1035
10500.0,50.0,73634.0,Petrol,110,0,0,1587,5,1075
6950.0,73.0,88186.0,Diesel,72,1,0,2000,3,1115
